Gold	Predictions	Probabilities	Filename
New Aquitaine	['Hauts-de-France', 'New Aquitaine', 'Réunion', 'Grand Est', 'Ile-de-France']	[1.0, 9.106515541645877e-11, 1.1033680479693997e-12, 4.713197063535568e-13, 9.298442244854484e-15]	_wyEoa841FoJmsaptB51mA
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Ile-de-France', 'Centre-Loire Valley']	[0.9997645020484924, 0.00023554735525976866, 5.434773520107683e-09, 4.399079989170218e-10, 1.3071456753948374e-23]	Zl7YVxogq1Kxq_WJUlMWdQ
New Aquitaine	['Hauts-de-France', 'Centre-Loire Valley', 'Grand Est', 'Pays de la Loire', 'New Aquitaine']	[0.999998927116394, 9.236251230504422e-07, 4.846871348718196e-08, 3.462529107878254e-08, 2.054933556649985e-09]	dmaUFAG5QQHAsXHMxnDR-w
New Aquitaine	['Hauts-de-France', 'Ile-de-France', 'Grand Est', 'New Aquitaine', 'Auvergne-Rhône-Alpes']	[1.0, 5.902440342042681e-11, 2.2228795193424133e-11, 3.0627772522720253e-18, 1.7588574476415875e-27]	o3UTrg_LlBk_TtxBokrGUQ
New Aquitaine	"['New Aquitaine', 'Hauts-de-France', 'Grand Est', ""Provence-Alpes-Côte d'Azur"", 'Ile-de-France']"	[0.8165572881698608, 0.18344271183013916, 1.0271371947423447e-10, 2.2431149670245533e-17, 3.1762930959643584e-20]	xmuqZFLHU-wqwreskH42kA
New Aquitaine	['Grand Est', 'New Aquitaine', 'Hauts-de-France', 'Bourgogne-Franche-Comté', 'Auvergne-Rhône-Alpes']	[0.9976378679275513, 0.0021392651833593845, 0.00022285679006017745, 6.038466131457552e-21, 5.352269149542038e-23]	lhPzUBWyabfethLDQO2xZg
New Aquitaine	['Hauts-de-France', 'Ile-de-France', 'Grand Est', 'Pays de la Loire', 'New Aquitaine']	[1.0, 1.5288290078352418e-10, 1.1348508070774255e-11, 3.8166682563458133e-16, 1.9811494478325206e-16]	vl6BuL-fuj0CghEYHVuRcQ
New Aquitaine	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Centre-Loire Valley', 'Pays de la Loire', 'Grand Est']	[0.9999998807907104, 1.1909319397318541e-07, 4.773476673564271e-17, 2.0883845727232482e-19, 7.134339382138686e-23]	HZGUs_hHoJiQTdYvg2Vyyg
New Aquitaine	['New Aquitaine', 'Hauts-de-France', 'Auvergne-Rhône-Alpes', 'Grand Est', 'Mayotte']	[0.9988304972648621, 0.0011695101857185364, 1.194068932272585e-12, 1.9829968796300414e-15, 4.50427347290491e-19]	0UbxgCzTfFHjPIcrg5GJVg
New Aquitaine	['Hauts-de-France', 'New Aquitaine', 'Grand Est', 'Bourgogne-Franche-Comté', 'Ile-de-France']	[0.9999980926513672, 1.9162066564604174e-06, 1.0438034436788257e-08, 5.448976846321205e-17, 1.2715469490014012e-19]	4fqQK8XDinakcDxS3YtBlg
New Aquitaine	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'New Aquitaine', 'Ile-de-France']	[1.0, 2.7539700121065325e-13, 6.31752665865354e-20, 2.971556200834681e-20, 1.072487943769336e-29]	4uD4E49O2Q6uWeoxupMhAA
New Aquitaine	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Ile-de-France', 'Grand Est', 'New Aquitaine']	[1.0, 2.199956152849642e-14, 6.920402115877483e-17, 6.101644187193715e-17, 4.434473077685541e-18]	y5OaGZDZRAJ2Y5IoGEmXEA
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Brittany', 'Centre-Loire Valley']	[0.9999879598617554, 1.2030006473651156e-05, 3.8642971201402476e-14, 2.5642363408105403e-16, 2.4486949091249086e-18]	A40vaJMtBGZi4Lq6DLYPHA
New Aquitaine	"['Hauts-de-France', 'New Aquitaine', 'Grand Est', 'Centre-Loire Valley', ""Provence-Alpes-Côte d'Azur""]"	[0.999995231628418, 4.77400953968754e-06, 4.560891594951322e-11, 1.2923215449156533e-11, 1.912175290239807e-16]	2rY5vl-CyveBWEeJfFlGnQ
New Aquitaine	['Hauts-de-France', 'Normandy', 'Grand Est', 'Ile-de-France', 'New Aquitaine']	[1.0, 8.120539657374692e-11, 6.684464787243272e-11, 3.7382562458965554e-14, 1.4914798598434872e-15]	wJYAhNX4gD0Q4E4qJP2vbA
New Aquitaine	['Hauts-de-France', 'Ile-de-France', 'Grand Est', 'New Aquitaine', 'Pays de la Loire']	[1.0, 3.3109801792635674e-12, 2.5716931774521023e-23, 1.7605050237014845e-24, 2.8344064037898075e-41]	dETC6c9RBCRJuC_qw_8C-w
New Aquitaine	['New Aquitaine', 'Auvergne-Rhône-Alpes', 'Martinique', 'Hauts-de-France', 'Grand Est']	[0.9462053179740906, 0.038092855364084244, 0.015658583492040634, 4.095671829418279e-05, 2.273062364110956e-06]	A7nraGd1_xYDCPUm13v5Wg
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Auvergne-Rhône-Alpes', 'Ile-de-France']	[0.9999071359634399, 9.288763249060139e-05, 1.0363168101434894e-09, 6.400750463305236e-19, 2.2302206992139617e-21]	x0rmt8rnP_DxJvjOw_NNXw
New Aquitaine	['Hauts-de-France', 'Martinique', 'Grand Est', 'Guadeloupe', 'Ile-de-France']	[0.9999581575393677, 4.180986434221268e-05, 1.1337190741755876e-08, 2.851511995277667e-12, 5.869401305583742e-15]	4ylZwXALZPiNpNYVS7aUdQ
New Aquitaine	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Bourgogne-Franche-Comté', 'Ile-de-France']	[0.5998429656028748, 0.4001428782939911, 1.4216435374692082e-05, 9.463980829607181e-20, 5.1064039245787195e-22]	4ygeJDje4vSY2_cFFmaW6w
New Aquitaine	"['Hauts-de-France', 'Ile-de-France', 'Grand Est', 'New Aquitaine', ""Provence-Alpes-Côte d'Azur""]"	[0.9999847412109375, 1.5221232388284989e-05, 1.517778080994958e-08, 6.091650892482009e-15, 2.288850257177622e-28]	ZuaMrV2YMH8pZPYH2EQYdQ
New Aquitaine	['Hauts-de-France', 'Ile-de-France', 'Grand Est', 'Centre-Loire Valley', 'New Aquitaine']	[1.0, 1.207109079359725e-08, 2.4523647289997246e-15, 5.261995299650438e-24, 4.40139420041727e-24]	VR3kxNnhR1a8odDZG4CJUQ
New Aquitaine	"['New Aquitaine', 'Hauts-de-France', 'Grand Est', ""Provence-Alpes-Côte d'Azur"", 'Occitania']"	[0.9779295325279236, 0.020954614505171776, 0.00111592176835984, 4.364263724715434e-12, 1.0814885228679905e-12]	kK3nRITH-OFi7MZUN4i-dQ
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'Brittany', 'Centre-Loire Valley']	[1.0, 4.792748597992613e-08, 3.817937058761241e-15, 1.865628323430927e-19, 1.9514790081388477e-21]	Islagdqu9tYjV_-bovYh_A
New Aquitaine	['Hauts-de-France', 'Ile-de-France', 'New Aquitaine', 'Grand Est', 'Réunion']	[1.0, 3.225923624365287e-14, 2.0099526287379738e-25, 7.0960243614416335e-28, 2.2335666901499754e-31]	d2gLm1Nkp_IQG6m5mTFZUw
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Normandy', 'Bourgogne-Franche-Comté']	[0.9996640682220459, 0.00033599528251215816, 1.231000162915663e-10, 2.0248392060815724e-14, 1.026423831691802e-15]	4H5ruWXvQcHyoypkK-CJdw
New Aquitaine	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Centre-Loire Valley', 'Ile-de-France']	[0.9999973773956299, 2.5764120437088422e-06, 1.0263655386196742e-17, 1.0748742247388059e-19, 9.641057620924589e-22]	TyfJdfQZkwjt_V2bPP9j8w
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'New Aquitaine', 'Bourgogne-Franche-Comté']	[1.0, 5.730976804230181e-11, 9.938905601303283e-12, 4.118821169546427e-12, 1.2039760303235113e-25]	EoRxyvAI2Qyh8n4S6JGE5A
New Aquitaine	['Hauts-de-France', 'New Aquitaine', 'Grand Est', 'Bourgogne-Franche-Comté', 'Ile-de-France']	[1.0, 1.33180966255253e-12, 1.5614043222285712e-18, 2.6933491883215284e-19, 1.291117599522557e-23]	YMdND76AVa7PYfTo487Kmg
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Ile-de-France', 'Pays de la Loire']	[0.6741957068443298, 0.3256915807723999, 0.00011271866969764233, 1.4009370405703472e-16, 3.5731363194120724e-23]	DobzFdcMMHQkl0j7Mg47Hw
New Aquitaine	['New Aquitaine', 'Hauts-de-France', 'Brittany', 'Pays de la Loire', 'Centre-Loire Valley']	[1.0, 3.235028245285321e-08, 1.6511817690911812e-08, 7.335352769644032e-09, 5.352500127148163e-13]	2oevOgRCxvZyQhSbou3IaA
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Ile-de-France', 'Centre-Loire Valley']	[0.9999983310699463, 1.6916145568757202e-06, 4.877946137293865e-12, 3.349785505276833e-20, 8.899308198075374e-28]	BDQfUX9GZiYVmyLXzQz64g
New Aquitaine	['Grand Est', 'Hauts-de-France', 'Ile-de-France', 'New Aquitaine', 'Bourgogne-Franche-Comté']	[0.9999996423721313, 3.7727795643149875e-07, 1.655879655615422e-09, 7.682424718962974e-17, 1.5473717123941882e-29]	AEd2Bht0MpOQl97t7guhTA
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'New Aquitaine', 'Pays de la Loire']	[0.9999998807907104, 9.217142604711626e-08, 2.2564379184575323e-11, 4.2850017154330566e-13, 4.8407279915263745e-21]	Z78BddtxE6568_kQFt3Giw
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Bourgogne-Franche-Comté', 'Centre-Loire Valley']	[1.0, 1.2799207527169898e-10, 1.1842947853131242e-15, 2.1412236439688585e-26, 1.476813866563821e-26]	Z7ti_F46wHxoePT0V4OY8Q
New Aquitaine	['Hauts-de-France', 'Auvergne-Rhône-Alpes', 'New Aquitaine', 'Grand Est', 'Martinique']	[0.9999750852584839, 2.4844623112585396e-05, 3.5501852124752986e-08, 1.4393144490492144e-17, 6.1836172068712915e-18]	ayYEC9J5fVdH7y0zCrzaMw
New Aquitaine	['Centre-Loire Valley', 'New Aquitaine', 'Hauts-de-France', 'Ile-de-France', 'Pays de la Loire']	[1.0, 5.5080269234508705e-09, 3.070307137871542e-13, 9.74527922958544e-15, 6.448513496456771e-15]	ilr_0-xxI8noPANK0PKz5g
New Aquitaine	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'New Aquitaine', 'Ile-de-France']	[0.9996142387390137, 0.0003856835828628391, 4.459209179685786e-08, 4.2837274526197344e-12, 7.145513022423222e-13]	kWdNjYoA90CjUGEC6AiISA
New Aquitaine	['Hauts-de-France', 'Ile-de-France', 'Centre-Loire Valley', 'Grand Est', 'Normandy']	[1.0, 2.2819371175639147e-13, 4.902178194762319e-15, 2.4787071889615373e-16, 7.599647100703567e-17]	E2zDDjvHGidxzHIoX3dqxg
New Aquitaine	['New Aquitaine', 'Pays de la Loire', 'Centre-Loire Valley', 'Hauts-de-France', 'Grand Est']	[0.9871054887771606, 0.007639458402991295, 0.00525436457246542, 6.671888286291505e-07, 3.375052329762174e-15]	hqU27rMo-VMG8T6M75Q01w
New Aquitaine	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Ile-de-France', 'Pays de la Loire']	[0.9834690093994141, 0.016531046479940414, 2.0958842957028519e-16, 1.729201207985935e-27, 3.332102821608675e-36]	llyrDBWs4WMMsrk_QG8UUA
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'Bourgogne-Franche-Comté', 'New Aquitaine']	[1.0, 1.5456183000139845e-09, 4.927310989777389e-11, 3.195169636819673e-15, 1.507965973115808e-17]	BS1v4NurGShkj-4-vyq7nw
New Aquitaine	"['Bourgogne-Franche-Comté', 'Hauts-de-France', ""Provence-Alpes-Côte d'Azur"", 'Auvergne-Rhône-Alpes', 'New Aquitaine']"	[1.0, 2.9458039874896765e-18, 1.8158216236445823e-31, 7.341309726402647e-33, 3.43420513880613e-34]	8PBEh3Cl4V9dKh5GGRJPKA
New Aquitaine	"['New Aquitaine', 'Hauts-de-France', 'Grand Est', ""Provence-Alpes-Côte d'Azur"", 'Occitania']"	[0.7679805755615234, 0.23159100115299225, 0.00042849467718042433, 2.2035175906154336e-09, 1.130725070866423e-12]	9XXbdG-ImfPLy3UGwsBCIw
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Centre-Loire Valley', 'Ile-de-France']	[1.0, 1.6153565984833307e-10, 3.46620747444684e-15, 2.343143271522631e-16, 7.418515605409627e-22]	85_dy8cqkG-v3gEfwuzhfg
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'New Aquitaine', 'Bourgogne-Franche-Comté']	[0.6855943202972412, 0.3144056499004364, 3.889978616999912e-10, 2.7052187131237815e-19, 4.612352961413283e-24]	E5ftkOISvy2blFoFcA7DDw
New Aquitaine	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Centre-Loire Valley', 'Pays de la Loire']	[0.9423710107803345, 0.05762903019785881, 6.936406337547732e-14, 3.310315752025431e-25, 8.530033249340826e-30]	D0LRHg3ns7ulflk3ZtUAtA
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Ile-de-France', 'Bourgogne-Franche-Comté']	[0.9682304263114929, 0.03176955506205559, 2.2819819367470018e-09, 1.017637873258566e-17, 6.501947325854667e-18]	z_TS_y85KBOrtw4rHzuZTQ
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'Bourgogne-Franche-Comté', 'New Aquitaine']	[1.0, 4.2861088900281175e-08, 1.402641891523615e-12, 1.043001642898108e-15, 3.744802142982716e-17]	64uKlyuXIoJPuGRa01Q4PQ
New Aquitaine	['Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'New Aquitaine', 'Ile-de-France']	[0.9999998807907104, 8.415130281491656e-08, 1.916012629633678e-21, 4.6869596392967416e-23, 1.8488758649883747e-23]	6APOqF2p2H2JevPwWMqtKQ
New Aquitaine	['Hauts-de-France', 'Martinique', 'New Aquitaine', 'Normandy', 'Grand Est']	[0.9999867677688599, 1.2901176887680776e-05, 3.0412041951422e-07, 1.1755417750336505e-09, 2.007333237347489e-13]	EE5LUgk8eK8dxaHWPNDAtQ
New Aquitaine	['New Aquitaine', 'Ile-de-France', 'Hauts-de-France', 'Grand Est', 'Pays de la Loire']	[0.9969948530197144, 0.002984875114634633, 2.026657784881536e-05, 6.582291933732165e-10, 3.3301220772032674e-26]	E3d7I3ZiibBmD_JnAQZ4lw
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Brittany', 'Centre-Loire Valley']	[0.9999998807907104, 1.7816461195252487e-07, 1.0691879719506147e-20, 7.577664581200888e-27, 4.213888977483093e-28]	wwKXiAzRvcgfbf88IRe-5Q
New Aquitaine	"['Hauts-de-France', 'New Aquitaine', ""Provence-Alpes-Côte d'Azur"", 'Grand Est', 'Ile-de-France']"	[0.9999244213104248, 7.557605567853898e-05, 8.007170926305207e-09, 8.762574554843638e-10, 1.055584695971496e-19]	JHsqUSWYPda2BzzQzwE2AQ
New Aquitaine	['Grand Est', 'Bourgogne-Franche-Comté', 'Hauts-de-France', 'New Aquitaine', 'Centre-Loire Valley']	[0.9999990463256836, 9.086122645385331e-07, 5.707526540277286e-08, 2.327116632727666e-08, 6.177164370912765e-18]	YIj5FIcSOpd3CJkIXvvmzQ
New Aquitaine	['Hauts-de-France', 'Centre-Loire Valley', 'Pays de la Loire', 'Grand Est', 'Ile-de-France']	[1.0, 1.6233571153989601e-09, 4.488481374092688e-15, 2.705055086458861e-20, 6.309455427670682e-21]	zZ6PE0jTeLEVteVCRrvy2Q
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Centre-Loire Valley', 'Ile-de-France']	[1.0, 2.483923906064999e-15, 7.12302774784654e-23, 1.621897074501314e-23, 3.6732497210630158e-34]	iuvFVzs1J73cdj1LuvZw-g
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Ile-de-France', 'Centre-Loire Valley']	[0.8282713294029236, 0.17172864079475403, 3.674804330191378e-14, 2.080505935882622e-20, 6.668546876915387e-28]	Uf_x-kpnF5kzSJmyc8za6A
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Normandy', 'Centre-Loire Valley', 'Pays de la Loire']	[1.0, 5.769406827282886e-11, 1.1643618469565908e-13, 2.726244031292685e-17, 2.2575161814891015e-17]	ZgCaQhybpSlZ099mgd1EUA
New Aquitaine	['Bourgogne-Franche-Comté', 'Auvergne-Rhône-Alpes', 'Hauts-de-France', 'New Aquitaine', 'Grand Est']	[0.9999855756759644, 1.4238074982131366e-05, 2.9466431783475855e-07, 4.3528922688551575e-09, 1.5530167514874019e-27]	CgUYUsWSu9RYagvCsew9iA
New Aquitaine	['Hauts-de-France', 'New Aquitaine', 'Guadeloupe', 'Martinique', 'Grand Est']	[0.9999998807907104, 7.619392050628448e-08, 3.301394314175754e-12, 2.6711219567048146e-14, 1.3023173068649283e-14]	hTOTD5Lq4Io1nVY2uLphMw
New Aquitaine	['Hauts-de-France', 'New Aquitaine', 'Grand Est', 'Ile-de-France', 'Bourgogne-Franche-Comté']	[1.0, 3.312676244426882e-10, 9.149135615782455e-11, 2.1194461714919553e-17, 1.4716859968853547e-17]	1lebS7gjsjyIB1PROVPtdA
New Aquitaine	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Ile-de-France', 'Brittany']	[0.9981789588928223, 0.0018209402915090322, 9.275349555082357e-08, 2.9124861863918062e-18, 9.820288017659378e-24]	Hl9ZasYDlmePqVK7Mf7EVQ
New Aquitaine	['Hauts-de-France', 'Ile-de-France', 'Grand Est', 'New Aquitaine', 'Normandy']	[0.9999973773956299, 2.656817514434806e-06, 5.146806917287472e-13, 3.8725434898829155e-19, 1.4850807282571088e-26]	jxv8FjawZnVHnfQAQKrtCQ
New Aquitaine	['Hauts-de-France', 'New Aquitaine', 'Grand Est', 'Pays de la Loire', 'Martinique']	[1.0, 4.280385212940274e-10, 2.0175064842088393e-15, 1.323121794610932e-17, 2.16033230296341e-18]	nxOhG61nxB_4xdyD5NPRTQ
New Aquitaine	['Bourgogne-Franche-Comté', 'Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Pays de la Loire']	[0.9988040924072266, 0.0011958616087213159, 1.4822443402881524e-12, 1.9197146775637582e-16, 1.416339176663309e-18]	hnXcbNXer0yasjku6aObqg
New Aquitaine	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Ile-de-France', 'Auvergne-Rhône-Alpes']	[0.9999980926513672, 1.9269969016022515e-06, 1.3613573159390602e-13, 6.015107860230868e-17, 2.1343778568833338e-18]	b7OJG2Q6F0TFxpMtYcHuVw
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Normandy', 'Brittany', 'New Aquitaine']	[1.0, 8.13239076080663e-09, 4.408911183730914e-14, 3.6986646553924685e-15, 7.244531449242958e-16]	ZCTwj9OmWiFas-5wl4LDeg
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Auvergne-Rhône-Alpes', 'Bourgogne-Franche-Comté', 'New Aquitaine']	[0.9997079968452454, 0.00029193059890531003, 1.5430516586700804e-10, 2.85583969666936e-11, 1.1064618807019922e-15]	Uqq0xwJN8i7mPvwgw92GbA
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Bourgogne-Franche-Comté', 'Centre-Loire Valley', 'New Aquitaine']	[1.0, 6.523488346732442e-13, 1.2289644872285109e-17, 1.457087211623968e-20, 1.6699070860841924e-22]	7gGO5gEt4wFcUic3vz_yQg
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Ile-de-France', 'Centre-Loire Valley']	[1.0, 7.317960820651948e-11, 4.7526123661545405e-12, 1.697314202194298e-26, 7.956661184941933e-29]	yMotVU9My0_wuzufOXuL1A
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Ile-de-France', 'New Aquitaine', 'Bourgogne-Franche-Comté']	[0.864353358745575, 0.13564659655094147, 3.381686478152318e-13, 8.024965504577103e-18, 4.088450239416836e-23]	jdOvAKbp70KhsGCRNAcxxQ
New Aquitaine	['Hauts-de-France', 'Ile-de-France', 'Bourgogne-Franche-Comté', 'New Aquitaine', 'Grand Est']	[1.0, 7.046135554219013e-17, 2.3390864469264257e-18, 1.2719112346175772e-22, 8.488109443811066e-26]	AS-hnMDl4seCdiuQ8rLaig
New Aquitaine	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Centre-Loire Valley', 'Pays de la Loire']	[0.9406160712242126, 0.059383880347013474, 6.959546684743656e-16, 2.2491817240386827e-25, 2.3321892555907443e-30]	IytGhqr8teuHao9GTPb0iA
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'New Aquitaine', 'Ile-de-France']	[0.9999527931213379, 4.719326534541324e-05, 1.5370368866562956e-10, 5.421085179435681e-20, 3.8492904735117695e-20]	0PujI_uTWGX4FBvJzCChNA
New Aquitaine	['Normandy', 'Hauts-de-France', 'Brittany', 'Grand Est', 'New Aquitaine']	[0.9999854564666748, 1.4581948562408797e-05, 8.996995509713557e-11, 5.854335977583877e-14, 6.634258927943693e-15]	ix1iue5XRJ6xCx96F3s9yg
New Aquitaine	['Hauts-de-France', 'Grand Est', 'Centre-Loire Valley', 'Bourgogne-Franche-Comté', 'Pays de la Loire']	[0.9999985694885254, 1.401328518113587e-06, 1.2884932232282154e-08, 7.826640377461835e-12, 3.860566109414182e-14]	6_HVNk2Lnw5XXc9CQDIPmA
New Aquitaine	['Bourgogne-Franche-Comté', 'Auvergne-Rhône-Alpes', 'Hauts-de-France', 'New Aquitaine', 'Pays de la Loire']	[1.0, 8.256928474281722e-09, 6.735841329152947e-10, 1.497413696215918e-16, 2.0131049331263286e-19]	0pVtqxlSQg0X-LkPYBz6Tw
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Ile-de-France', 'Centre-Loire Valley']	[1.0, 2.731481408059126e-16, 1.4062839836773987e-21, 7.128170058143401e-29, 1.3248352657213752e-30]	IDsWTC3XIRY1pYj2lTupjw
New Aquitaine	['Martinique', 'New Aquitaine', 'Hauts-de-France', 'Ile-de-France', 'Normandy']	[0.9872944951057434, 0.012705469503998756, 2.9318053762494856e-08, 6.159103893565998e-09, 3.904316843447524e-16]	hEavQkH5n25MWER-9Fe8mg
New Aquitaine	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Ile-de-France', 'Bourgogne-Franche-Comté']	[0.9997003078460693, 0.0002997554838657379, 1.8879444516517636e-14, 1.4704819527857225e-17, 1.1049978596214186e-23]	s8U6DqCkTFX864InH5xZ2A
New Aquitaine	['New Aquitaine', 'Grand Est', 'Hauts-de-France', 'Centre-Loire Valley', 'Normandy']	[0.5142859816551208, 0.48571404814720154, 7.684427746901257e-12, 1.8286050439945033e-20, 1.9221666029750667e-21]	WnT65_8O1q-Jzvg3ZekdXg
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Ile-de-France', 'Normandy']	[0.9999998807907104, 1.465721055637914e-07, 5.027386628186507e-19, 1.1182596369573605e-24, 2.5862000509326096e-26]	WM9xAI0SA7OWuxcPSNyhuw
New Aquitaine	['Grand Est', 'Hauts-de-France', 'Ile-de-France', 'New Aquitaine', 'Centre-Loire Valley']	[0.9999995231628418, 4.984411816622014e-07, 5.582972164620915e-17, 6.096239422052622e-26, 8.522451254354294e-29]	k6pwSQsr51SK2ngq2gQAzQ
New Aquitaine	['Grand Est', 'Hauts-de-France', 'New Aquitaine', 'Ile-de-France', 'Centre-Loire Valley']	[0.9998489618301392, 0.00015105289639905095, 3.573150039280936e-21, 7.774100527563133e-23, 2.816393977159176e-26]	eJee-4WNsZM80_skTov8yw
New Aquitaine	['Hauts-de-France', 'New Aquitaine', 'Centre-Loire Valley', 'Grand Est', 'Pays de la Loire']	[0.9890264868736267, 0.010786096565425396, 0.00014376832405105233, 4.3663927499437705e-05, 2.662567721856135e-09]	z7OkIiQLI0eVSLGqOUTGIg
New Aquitaine	['Hauts-de-France', 'Ile-de-France', 'Grand Est', 'New Aquitaine', 'Bourgogne-Franche-Comté']	[1.0, 9.711698269578364e-14, 1.7386628568078974e-14, 8.962775237486442e-17, 4.3110550320723455e-28]	D497V1INu28wmifP03x9gQ
New Aquitaine	['Bourgogne-Franche-Comté', 'Hauts-de-France', 'New Aquitaine', 'Grand Est', 'Normandy']	[0.9945547580718994, 0.005445257760584354, 3.143275417727409e-09, 1.5878161144840947e-14, 3.963698841853873e-21]	6gi0TixdNUkPI4tjYsbUXw
New Aquitaine	['Hauts-de-France', 'Bourgogne-Franche-Comté', 'Centre-Loire Valley', 'New Aquitaine', 'Grand Est']	[1.0, 1.3281074850990393e-10, 8.670426182577629e-11, 2.9859313806224197e-12, 1.863650509956183e-12]	4mtgmB1AXalavjjG7Mzt2Q
New Aquitaine	['Hauts-de-France', 'Grand Est', 'New Aquitaine', 'Ile-de-France', 'Centre-Loire Valley']	[0.9221104979515076, 0.07788945734500885, 7.818656833080695e-09, 1.312306532178893e-19, 1.1583415362921237e-25]	jO-Z4fLgkvKx9s-8SIk4Ng
New Aquitaine	['Hauts-de-France', 'New Aquitaine', 'Ile-de-France', 'Grand Est', 'Normandy']	[1.0, 9.997312006015946e-12, 4.044306510103786e-19, 2.7848818929793494e-20, 2.1739260009846926e-23]	HmBFMa_P7Xhse9woZUlbQg
Provence-Alpes-Côte d'Azur	"['Grand Est', 'New Aquitaine', 'Hauts-de-France', 'Ile-de-France', ""Provence-Alpes-Côte d'Azur""]"	[0.533784031867981, 0.46615761518478394, 5.838088327436708e-05, 1.6893963630155108e-20, 2.3108058585436367e-27]	6JaQyykUYeza4enCItjB5w
Provence-Alpes-Côte d'Azur	['New Aquitaine', 'Grand Est', 'Ile-de-France', 'Hauts-de-France', 'Normandy']	[0.9950677156448364, 0.004932292737066746, 1.8473292340281944e-10, 1.0392063945485752e-11, 5.736275278606592e-23]	W0S-HV8Wqh7tv83epgdtzw
